Address,Parcel,Code Number,Code Description,Date Cited,Date Corrected,Violation Status,Case Number,Code Case Status
"384 BROADWAY
Cambridge, MA 02139
(42.371262, -71.105924)",115-11,410.5,Owner's Resp. to Maintain Structural Elements,08/29/2016 12:00:00 AM,09/05/2017 06:00:07 AM,Corrected,HOU-014861-2016,Active
"299 BROADWAY
Cambridge, MA 02139
(42.368742, -71.099561)",87-121,410.55,"Extermination of Insects, Rodents and Skunks",07/26/2013 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-001590-2013,Closed
"253 NORFOLK ST
Cambridge, MA 02139
(42.37048, -71.097854)",87-94-1/7,410.351,Owner's Inst. and Maint. Responsibilities,12/15/2016 12:00:00 AM,01/12/2017 12:00:00 AM,Corrected,HOU-016445-2016,Closed
"26 INMAN ST
Cambridge, MA 02139
(42.368094, -71.10429)",,410.55,"Extermination of Insects, Rodents and Skunks",07/23/2014 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-005597-2014,Active
"645 CAMBRIDGE ST
Cambridge, MA 02139
(42.371951, -71.087165)",35-60,410.5,Owner's Resp. to Maintain Structural Elements,07/19/2016 12:00:00 AM,09/05/2017 06:00:10 AM,Cited,HOU-014172-2016,Court
"51 LOPEZ ST
B Cambridge, MA 02139
(42.361779, -71.105229)",94-88-51/B,410.5,Owner's Resp. to Maintain Structural Elements,03/21/2016 12:00:00 AM,09/05/2017 06:00:10 AM,Corrected,HOU-011997-2016,Closed
"1539 CAMBRIDGE ST
Cambridge, MA 02139
(42.374385, -71.106028)",140-58,410.6,Storage of Garbage and Rubbish,09/05/2013 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-002054-2013,Closed
"3 Eighth St
Cambridge, MA 02139
(42.371604, -71.086176)",34-146,410.6,Storage of Garbage and Rubbish,07/17/2017 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-019449-2017,Active
"40 Harding St
Cambridge, MA 02139
(42.373818, -71.090349)",36-71,410.28,Natural and Mechanical Ventilation,09/14/2015 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-009091-2015,Closed
"51 Prentiss St
Cambridge, MA 02139
(42.384331, -71.116094)",154-130,410.5,Owner's Resp. to Maintain Structural Elements,07/29/2015 12:00:00 AM,09/05/2017 06:00:09 AM,Cited,HOU-008778-2015,Closed
"65 LANGDON ST
Cambridge, MA 02139
(42.380302, -71.121708)",173-20,410.55,"Extermination of Insects, Rodents and Skunks",07/24/2017 12:00:00 AM,09/05/2017 06:00:09 AM,Cited,HOU-019551-2017,Court
"646 GREEN ST
Cambridge, MA 02139
(42.368947, -71.112506)",121-16,410.402,Grade Level,06/26/2013 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-001274-2013,Closed
"229 HARVARD ST
Cambridge, MA 02139
(42.36767, -71.099926)",88-14,410.6,Storage of Garbage and Rubbish,10/10/2013 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-002542-2013,Closed
"19 Corcoran Ln
Cambridge, MA 02139
(42.376266, -71.153426)",255-100,410.601,Collection of Garbage and Rubbish,05/10/2017 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-018489-2017,Active
"15 Newtowne Ct
Cambridge, MA 02139
(42.363946, -71.093334)",72A-1,410.351,Owner's Inst. and Maint. Responsibilities,08/23/2017 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-020003-2017,Active
"855 Cambridge St
Cambridge, MA 02139
(42.372462, -71.0911)",36-266,410.5,Owner's Resp. to Maintain Structural Elements,11/25/2015 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-009982-2015,Active
"127 WESTERN AVE
Cambridge, MA 02139
(42.364955, -71.108286)",124-24,410.5,Owner's Resp. to Maintain Structural Elements,02/18/2016 12:00:00 AM,09/05/2017 06:00:10 AM,Cited,HOU-011314-2016,Active
"1221 Cambridge St
Cambridge, MA 02139
(42.373336, -71.097792)",82-8,410.5,Owner's Resp. to Maintain Structural Elements,03/25/2013 12:00:00 AM,09/05/2017 06:00:10 AM,Cited,HOU-000540-2013,Closed
"354 ALLSTON ST
Cambridge, MA 02139
(42.361443, -71.11307)",127-150,410.55,"Extermination of Insects, Rodents and Skunks",08/30/2017 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-020123-2017,Active
"102 WESTERN AVE
Cambridge, MA 02139
(42.365006, -71.107684)",125-87,410.75,Cond. Deemed to Endgr. or Impair Health or Safety,08/02/2013 12:00:00 AM,09/05/2017 06:00:10 AM,Cited,HOU-001654-2013,Closed
"107 MAGAZINE ST
Cambridge, MA 02139
(42.359926, -71.11019)",101-123,410.602,Maint. of Areas Free from Garbage and Rubbish,10/16/2014 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-006308-2014,Court
"36 HIGHLAND AVE
Cambridge, MA 02139
(42.372739, -71.105954)",112-47-39,410.502,Use of Lead Paint Prohibited,03/26/2013 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-000542-2013,Closed
"15 Remington St
Cambridge, MA 02139
(42.371526, -71.11318)",134-4,410.452,Safe Condition,08/29/2017 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-020099-2017,Active
"67 GORE ST
Cambridge, MA 02139
(42.371861, -71.080801)",21-47-1F,410.602,Maint. of Areas Free from Garbage and Rubbish,09/09/2016 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-015006-2016,Closed
"17 MILLER AVE
Cambridge, MA 02139
(42.392525, -71.120588)",180-19,410.2,Heating Facilities Required,12/12/2016 12:00:00 AM,09/05/2017 06:00:10 AM,Cited,HOU-016390-2016,Active
"369 Prospect St
Cambridge, MA 02139
(42.373912, -71.097769)",83-45,410.552,Screens for Doors,03/16/2015 12:00:00 AM,09/05/2017 06:00:09 AM,Cited,HOU-007502-2015,Closed
"33 WINTER ST
Cambridge, MA 02139
(42.372591, -71.081075)",21-55,410.481,Posting of Name of Owner,09/02/2014 12:00:00 AM,09/05/2017 06:00:08 AM,Cited,HOU-005866-2014,Court
"254 Western Ave
Cambridge, MA 02139
(42.364655, -71.111729)",126-62,410.482,Smoke Detectors and Carbon Monoxide Alarms,10/28/2015 12:00:00 AM,09/05/2017 06:00:09 AM,Cited,HOU-009675-2015,Active
"19 Sullivan Rd
Cambridge, MA 02139
(42.375718, -71.153823)",255-32,410.6,Storage of Garbage and Rubbish,06/18/2014 12:00:00 AM,09/05/2017 06:00:09 AM,Cited,HOU-005210-2014,Closed
"212 Western Ave
Cambridge, MA 02139
(42.364751, -71.110631)",126-126,410.55,"Extermination of Insects, Rodents and Skunks",04/12/2013 12:00:00 AM,09/05/2017 06:00:07 AM,Cited,HOU-000674-2013,Closed
"340 HARVARD ST
Cambridge, MA 02139
(42.370677, -71.109166)",116-62,410.253,Light Fixtures Oth than in Habit. Rooms or Kitch.,09/23/2016 12:00:00 AM,02/16/2017 12:00:00 AM,Corrected,HOU-015019-2016,Closed
"340 HARVARD ST
Cambridge, MA 02139
(42.370677, -71.109166)",116-62,410.551,Screens for Windows,09/23/2016 12:00:00 AM,02/16/2017 12:00:00 AM,Corrected,HOU-015019-2016,Closed
"57 Fairmont St
Cambridge, MA 02139
(42.362339, -71.111879)",127-90-1,410.75,Cond. Deemed to Endgr. or Impair Health or Safety,08/28/2014 12:00:00 AM,11/20/2014 12:00:00 AM,Corrected,HOU-005924-2014,Closed
"371 PROSPECT ST
Cambridge, MA 02139
(42.37401, -71.097699)",83-45,410.602,Maint. of Areas Free from Garbage and Rubbish,12/08/2014 12:00:00 AM,12/22/2014 12:00:00 AM,Corrected,HOU-006742-2014,Closed
"65 FIFTH ST
Cambridge, MA 02139
(42.370993, -71.083242)",23-123-65/1,410.6,Storage of Garbage and Rubbish,10/15/2015 12:00:00 AM,12/01/2015 12:00:00 AM,Corrected,HOU-008580-2015,Closed
"561 CAMBRIDGE ST
Cambridge, MA 02139
(42.371749, -71.085569)",35-32,410.6,Storage of Garbage and Rubbish,11/05/2014 12:00:00 AM,11/24/2014 12:00:00 AM,Corrected,HOU-006500-2014,Closed
"114 WESTERN AVE
Cambridge, MA 02139
(42.364985, -71.10794)",125-108,410.6,Storage of Garbage and Rubbish,05/09/2013 12:00:00 AM,05/28/2013 12:00:00 AM,Corrected,HOU-000869-2013,Closed
"89 HANCOCK ST
Cambridge, MA 02139
(42.368868, -71.108195)",116-91,410.601,Collection of Garbage and Rubbish,10/07/2013 12:00:00 AM,11/12/2013 12:00:00 AM,Corrected,HOU-002487-2013,Closed
"470 Green St
Cambridge, MA 02139
(42.36696, -71.107854)",119-88,410.48,Locks,07/31/2015 12:00:00 AM,08/11/2015 12:00:00 AM,Corrected,HOU-008796-2015,Closed
"54 Berkshire St
Cambridge, MA 02139
(42.369724, -71.09122)",39-3,410.201,Temperature Requirements,11/21/2014 12:00:00 AM,12/01/2014 12:00:00 AM,Corrected,HOU-006614-2014,Closed
"19 SULLIVAN RD
Cambridge, MA 02139
(42.375718, -71.153823)",255-32,410.602,Maint. of Areas Free from Garbage and Rubbish,12/08/2014 12:00:00 AM,02/05/2015 12:00:00 AM,Corrected,HOU-006726-2014,Closed
"269 PUTNAM AVE
Cambridge, MA 02139
(42.362694, -71.11359)",129-32,410.351,Owner's Inst. and Maint. Responsibilities,07/19/2013 12:00:00 AM,09/18/2013 12:00:00 AM,Corrected,HOU-001521-2013,Closed
"162 OTIS ST
Cambridge, MA 02139
(42.371079, -71.085976)",34-79,410.55,"Extermination of Insects, Rodents and Skunks",09/24/2012 12:00:00 AM,04/23/2013 12:00:00 AM,Corrected,HOU-000718-2013,Closed
"36 Amory St
Cambridge, MA 02139
(42.3705, -71.101446)",109-67,410.5,Owner's Resp. to Maintain Structural Elements,08/07/2013 12:00:00 AM,01/23/2014 12:00:00 AM,Corrected,HOU-001722-2013,Closed
"177 Erie St
Cambridge, MA 02139
(42.359895, -71.107401)",94-175,410.5,Owner's Resp. to Maintain Structural Elements,01/31/2013 12:00:00 AM,06/14/2013 12:00:00 AM,Corrected,HOU-001176-2013,Closed
"9 May St
Cambridge, MA 02139
(42.378434, -71.153856)",256-89,410.5,Owner's Resp. to Maintain Structural Elements,08/02/2013 12:00:00 AM,09/16/2013 12:00:00 AM,Corrected,HOU-001652-2013,Closed
"109 PEARL ST
Cambridge, MA 02139
(42.362025, -71.105505)",103-65,410.55,"Extermination of Insects, Rodents and Skunks",07/24/2013 12:00:00 AM,09/16/2013 12:00:00 AM,Corrected,HOU-001558-2013,Closed
"8 TREMONT ST
Cambridge, MA 02139
(42.369478, -71.099542)",87-116,410.5,Owner's Resp. to Maintain Structural Elements,04/25/2014 12:00:00 AM,05/05/2014 12:00:00 AM,Corrected,HOU-004575-2014,Closed
"1 Leighton St
Cambridge, MA 02139
(42.369743, -71.074057)",1A-86,410.351,Owner's Inst. and Maint. Responsibilities,02/14/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Corrected,HOU-011240-2016,Closed
"232 Hurley St
Cambridge, MA 02139
(42.368476, -71.081924)",17-1-1,410.602,Maint. of Areas Free from Garbage and Rubbish,10/06/2014 12:00:00 AM,10/15/2014 12:00:00 AM,Corrected,HOU-006248-2014,Closed
"29 Lee St
Cambridge, MA 02139
(42.369188, -71.106397)",117-103,410.481,Posting of Name of Owner,09/02/2014 12:00:00 AM,12/01/2014 12:00:00 AM,Corrected,HOU-005917-2014,Closed
"8 Museum Way
Cambridge, MA 02139
(42.370293, -71.070944)",1A-109-SW411,410.602,Maint. of Areas Free from Garbage and Rubbish,12/07/2015 12:00:00 AM,01/28/2016 12:00:00 AM,Corrected,HOU-010115-2015,Closed
"51 NORFOLK ST
Cambridge, MA 02139
(42.365416, -71.101168)",90-177,410.351,Owner's Inst. and Maint. Responsibilities,12/09/2013 12:00:00 AM,12/10/2013 12:00:00 AM,Corrected,HOU-003088-2013,Closed
"456 PUTNAM AVE
Cambridge, MA 02139
(42.358864, -71.110613)",102-116,410.6,Storage of Garbage and Rubbish,09/11/2013 12:00:00 AM,09/26/2013 12:00:00 AM,Corrected,HOU-002149-2013,Closed
"137 HOLWORTHY ST
Cambridge, MA 02139
(42.37853, -71.150942)",253-151,410.55,"Extermination of Insects, Rodents and Skunks",07/24/2014 12:00:00 AM,08/01/2014 12:00:00 AM,Corrected,HOU-005612-2014,Closed
"70 School St
Cambridge, MA 02139
(42.363931, -71.097443)",74-3,410.55,"Extermination of Insects, Rodents and Skunks",03/20/2013 12:00:00 AM,03/25/2013 12:00:00 AM,Corrected,HOU-000504-2013,Closed
"75 Seventh St
Cambridge, MA 02139
(42.370798, -71.08576)",34-68,410.505,Occupant's Resp. Respecting Structural Elements,05/17/2013 12:00:00 AM,10/22/2014 12:00:00 AM,Corrected,HOU-000936-2013,Closed
"4 ELLSWORTH AVE
Cambridge, MA 02139
(42.372472, -71.107651)",112-97,410.351,Owner's Inst. and Maint. Responsibilities,01/12/2015 12:00:00 AM,02/04/2015 12:00:00 AM,Corrected,HOU-006990-2015,Closed
"25 FAIRFIELD ST
Cambridge, MA 02139
(42.391762, -71.126509)",198-51,410.5,Owner's Resp. to Maintain Structural Elements,04/04/2014 12:00:00 AM,04/30/2014 12:00:00 AM,Corrected,HOU-004336-2014,Closed
"4 Jefferson Pk
Cambridge, MA 02139
(42.391487, -71.133821)",268A-32,410.55,"Extermination of Insects, Rodents and Skunks",06/23/2014 12:00:00 AM,07/31/2014 12:00:00 AM,Corrected,HOU-005232-2014,Closed
"20 PETERS ST
Cambridge, MA 02139
(42.357319, -71.107056)",96-111,410.6,Storage of Garbage and Rubbish,07/02/2013 12:00:00 AM,07/17/2013 12:00:00 AM,Corrected,HOU-001298-2013,Closed
"270 Western Ave
Cambridge, MA 02139
(42.364617, -71.112177)",126-132,410.602,Maint. of Areas Free from Garbage and Rubbish,06/04/2013 12:00:00 AM,07/09/2013 12:00:00 AM,Corrected,HOU-001088-2013,Closed
"563 Cambridge St
Cambridge, MA 02139
(42.371754, -71.085612)",35-32,410.6,Storage of Garbage and Rubbish,11/18/2013 12:00:00 AM,12/19/2013 12:00:00 AM,Corrected,HOU-002902-2013,Closed
"492 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.364051, -71.101454)",93-81,410.5,Owner's Resp. to Maintain Structural Elements,01/07/2015 12:00:00 AM,01/20/2015 12:00:00 AM,Corrected,HOU-006955-2015,Closed
"36 Amory St
Cambridge, MA 02139
(42.3705, -71.101446)",109-67,410.602,Maint. of Areas Free from Garbage and Rubbish,08/07/2013 12:00:00 AM,01/23/2014 12:00:00 AM,Corrected,HOU-001722-2013,Closed
"259 Broadway
Cambridge, MA 02139
(42.367608, -71.096701)",76-13,410.55,"Extermination of Insects, Rodents and Skunks",08/27/2014 12:00:00 AM,09/09/2014 12:00:00 AM,Corrected,HOU-005873-2014,Closed
"9 MEACHAM RD
Cambridge, MA 02139
(42.395481, -71.126937)",183-61-1,410.201,Temperature Requirements,02/13/2015 12:00:00 AM,02/17/2015 12:00:00 AM,Corrected,HOU-007196-2015,Closed
"88 Berkshire St
Cambridge, MA 02139
(42.370557, -71.090724)",39-21,410.6,Storage of Garbage and Rubbish,10/07/2014 12:00:00 AM,12/03/2014 12:00:00 AM,Corrected,HOU-006262-2014,Closed
"122 GORE ST
Cambridge, MA 02139
(42.372213, -71.083375)",23-7,410.482,Smoke Detectors and Carbon Monoxide Alarms,02/26/2015 12:00:00 AM,03/04/2015 12:00:00 AM,Corrected,HOU-007339-2015,Closed
"59 Plymouth St
Cambridge, MA 02139
(42.369058, -71.093271)",78-45,410.55,"Extermination of Insects, Rodents and Skunks",07/03/2014 12:00:00 AM,10/23/2014 12:00:00 AM,Corrected,HOU-005365-2014,Closed
"336 Western Ave
Cambridge, MA 02139
(42.364497, -71.113679)",126-1,410.55,"Extermination of Insects, Rodents and Skunks",08/15/2013 12:00:00 AM,09/13/2013 12:00:00 AM,Corrected,HOU-001793-2013,Closed
"48 PORTER ST
Cambridge, MA 02139
(42.373606, -71.089283)",36-76,410.602,Maint. of Areas Free from Garbage and Rubbish,10/01/2013 12:00:00 AM,10/22/2013 12:00:00 AM,Corrected,HOU-002451-2013,Closed
"3 Columbia Ter
Cambridge, MA 02139
(42.364845, -71.099115)",91-72,410.75,Cond. Deemed to Endgr. or Impair Health or Safety,01/12/2015 12:00:00 AM,01/26/2015 12:00:00 AM,Corrected,HOU-006985-2015,Closed
"121 Hampshire St
Cambridge, MA 02139
(42.370038, -71.096331)",79-22,410.55,"Extermination of Insects, Rodents and Skunks",06/01/2015 12:00:00 AM,09/10/2015 12:00:00 AM,Corrected,HOU-008279-2015,Closed
"177 Erie St
Cambridge, MA 02139
(42.359895, -71.107401)",94-175,410.551,Screens for Windows,08/10/2015 12:00:00 AM,10/05/2015 12:00:00 AM,Corrected,HOU-008874-2015,Closed
"2 Marney St
Cambridge, MA 02139
(42.370275, -71.089502)",39-45-1,410.6,Storage of Garbage and Rubbish,10/08/2014 12:00:00 AM,01/23/2015 12:00:00 AM,Corrected,HOU-006271-2014,Court
"25 OAK ST
Cambridge, MA 02139
(42.37437, -71.099481)",83-77,410.602,Maint. of Areas Free from Garbage and Rubbish,09/30/2014 12:00:00 AM,10/23/2014 12:00:00 AM,Corrected,HOU-006199-2014,Closed
"14 ALBERTA TER
Cambridge, MA 02139
(42.3968, -71.130317)",191-101,410.6,Storage of Garbage and Rubbish,08/26/2014 12:00:00 AM,09/15/2014 12:00:00 AM,Corrected,HOU-005849-2014,Closed
"2497 Massachusetts Ave
Cambridge, MA 02139
(42.399165, -71.132329)",184-192-G,410.5,Owner's Resp. to Maintain Structural Elements,10/21/2013 12:00:00 AM,02/12/2014 12:00:00 AM,Corrected,HOU-002615-2013,Closed
"10 Forest St
Cambridge, MA 02139
(42.385283, -71.117746)",154-62,410.5,Owner's Resp. to Maintain Structural Elements,06/07/2013 12:00:00 AM,02/11/2014 12:00:00 AM,Corrected,HOU-001124-2013,Closed
"7 Bishop Allen Dr
Cambridge, MA 02139
(42.363544, -71.098438)",75-125,410.55,"Extermination of Insects, Rodents and Skunks",03/11/2014 12:00:00 AM,06/19/2014 12:00:00 AM,Corrected,HOU-004005-2014,Closed
"223 Broadway
Cambridge, MA 02139
(42.366713, -71.094414)",76-24,410.5,Owner's Resp. to Maintain Structural Elements,02/11/2015 12:00:00 AM,03/24/2015 12:00:00 AM,Corrected,HOU-007171-2015,Closed
"234 Hurley St
Cambridge, MA 02139
(42.368501, -71.082122)",17-1-3,410.551,Screens for Windows,09/09/2015 12:00:00 AM,09/17/2015 12:00:00 AM,Corrected,HOU-009086-2015,Closed
"71 Cherry St
Cambridge, MA 02139
(42.364412, -71.097322)",75-75,410.55,"Extermination of Insects, Rodents and Skunks",04/09/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Corrected,HOU-004444-2014,Closed
"492 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.364051, -71.101454)",93-81,410.5,Owner's Resp. to Maintain Structural Elements,01/02/2015 12:00:00 AM,03/02/2015 12:00:00 AM,Corrected,HOU-006888-2015,Closed
"1290 MASSACHUSETTS AVE
Cambridge, MA 02139
(42.372851, -71.116936)",160-48,410.602,Maint. of Areas Free from Garbage and Rubbish,06/05/2015 12:00:00 AM,09/10/2015 12:00:00 AM,Corrected,HOU-008322-2015,Closed
"340 HURLEY ST
Cambridge, MA 02139
(42.368894, -71.085201)",26-101,410.6,Storage of Garbage and Rubbish,01/22/2016 12:00:00 AM,02/29/2016 12:00:00 AM,Corrected,HOU-010903-2016,Closed
"63 River St
Cambridge, MA 02139
(42.364461, -71.106992)",105-140,410.55,"Extermination of Insects, Rodents and Skunks",04/24/2015 12:00:00 AM,12/02/2015 12:00:00 AM,Corrected,HOU-007901-2015,Closed
"86 Webster Ave
Cambridge, MA 02139
(42.368771, -71.093004)",78-32,410.55,"Extermination of Insects, Rodents and Skunks",11/27/2013 12:00:00 AM,12/11/2013 12:00:00 AM,Corrected,HOU-003011-2013,Closed
"848 Massachusetts Ave
Cambridge, MA 02139
(42.367379, -71.106929)",,410.201,Temperature Requirements,10/19/2015 12:00:00 AM,10/21/2015 12:00:00 AM,Corrected,HOU-009382-2015,Closed
"218 Thorndike St
Cambridge, MA 02139
(42.3706, -71.087506)",,410.55,"Extermination of Insects, Rodents and Skunks",10/03/2013 12:00:00 AM,10/29/2013 12:00:00 AM,Corrected,HOU-002464-2013,Closed
"536 GREEN ST
Cambridge, MA 02139
(42.367879, -71.109674)",120-26,410.55,"Extermination of Insects, Rodents and Skunks",11/03/2014 12:00:00 AM,11/10/2014 12:00:00 AM,Corrected,HOU-006468-2014,Closed
"88 Berkshire St
Cambridge, MA 02139
(42.370557, -71.090724)",39-21,410.55,"Extermination of Insects, Rodents and Skunks",10/08/2014 12:00:00 AM,10/15/2014 12:00:00 AM,Corrected,HOU-006262-2014,Closed
"9 Sacramento St
Cambridge, MA 02139
(42.382563, -71.117843)",155-28,410.5,Owner's Resp. to Maintain Structural Elements,09/22/2014 12:00:00 AM,10/01/2014 12:00:00 AM,Corrected,HOU-006110-2014,Closed
"168 AUBURN ST
Cambridge, MA 02139
(42.363667, -71.105208)",106-23,410.602,Maint. of Areas Free from Garbage and Rubbish,08/06/2013 12:00:00 AM,10/16/2013 12:00:00 AM,Corrected,HOU-001710-2013,Closed
"14 SECOND ST
Cambridge, MA 02139
(42.37117, -71.078541)",20-70,410.5,Owner's Resp. to Maintain Structural Elements,04/04/2013 12:00:00 AM,04/24/2013 12:00:00 AM,Corrected,HOU-000624-2013,Closed
"141 WESTERN AVE
Cambridge, MA 02139
(42.364918, -71.108694)",124-26,410.602,Maint. of Areas Free from Garbage and Rubbish,09/03/2013 12:00:00 AM,09/26/2013 12:00:00 AM,Corrected,HOU-002024-2013,Closed
"89 Winter St
Cambridge, MA 02139
(42.372742, -71.082294)",22-28,410.602,Maint. of Areas Free from Garbage and Rubbish,03/12/2012 12:00:00 AM,04/11/2013 12:00:00 AM,Corrected,HOU-000670-2013,Closed
"105 Fifth St
Cambridge, MA 02139
(42.369931, -71.083495)",25-97,410.602,Maint. of Areas Free from Garbage and Rubbish,08/28/2014 12:00:00 AM,09/11/2014 12:00:00 AM,Corrected,HOU-005890-2014,Closed
"154 Gore St
Cambridge, MA 02139
(42.372506, -71.085011)",35-70-154,410.602,Maint. of Areas Free from Garbage and Rubbish,03/25/2014 12:00:00 AM,04/10/2014 12:00:00 AM,Corrected,HOU-004230-2014,Closed
"30 LOPEZ ST
Cambridge, MA 02139
(42.361591, -71.10491)",94-161,410.5,Owner's Resp. to Maintain Structural Elements,06/09/2015 12:00:00 AM,02/11/2016 12:00:00 AM,Corrected,HOU-008355-2015,Closed
"20 HINGHAM ST
Cambridge, MA 02139
(42.365162, -71.114635)",130-17,410.602,Maint. of Areas Free from Garbage and Rubbish,04/04/2013 12:00:00 AM,06/30/2015 12:00:00 AM,Corrected,HOU-000608-2013,Closed
"66 BISHOP ALLEN DR
Cambridge, MA 02139
(42.365091, -71.101039)",91-185,410.55,"Extermination of Insects, Rodents and Skunks",06/25/2014 12:00:00 AM,11/06/2014 12:00:00 AM,Corrected,HOU-005260-2014,Closed
"10 CLARY ST
Cambridge, MA 02139
(42.374048, -71.098253)",83-68,410.55,"Extermination of Insects, Rodents and Skunks",06/23/2014 12:00:00 AM,07/30/2014 12:00:00 AM,Corrected,HOU-005236-2014,Closed
"151 CAMBRIDGE ST
Cambridge, MA 02139
(42.370807, -71.078258)",20-68,410.55,"Extermination of Insects, Rodents and Skunks",08/19/2014 12:00:00 AM,08/26/2014 12:00:00 AM,Corrected,HOU-005783-2014,Closed
"137 WILLOW ST
Cambridge, MA 02139
(42.373333, -71.091637)",36-180,410.602,Maint. of Areas Free from Garbage and Rubbish,07/02/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Corrected,HOU-008575-2015,Closed
"74 Plymouth St
Cambridge, MA 02139
(42.368971, -71.093821)",78-99,410.55,"Extermination of Insects, Rodents and Skunks",07/03/2014 12:00:00 AM,07/08/2014 12:00:00 AM,Corrected,HOU-005361-2014,Closed
"37 KINNAIRD ST
Cambridge, MA 02139
(42.365848, -71.109143)",123-4,410.6,Storage of Garbage and Rubbish,08/30/2013 12:00:00 AM,09/13/2013 12:00:00 AM,Corrected,HOU-002003-2013,Closed
"197 Green St
Cambridge, MA 02139
(42.363831, -71.102587)",93-86,410.602,Maint. of Areas Free from Garbage and Rubbish,01/22/2016 12:00:00 AM,02/23/2016 12:00:00 AM,Corrected,HOU-010926-2016,Closed
"360 Prospect St
C Cambridge, MA 02139
(42.373928, -71.097758)",82-8,410.351,Owner's Inst. and Maint. Responsibilities,02/17/2016 12:00:00 AM,03/16/2016 12:00:00 AM,Corrected,HOU-011299-2016,Closed
"61 MARKET ST
Cambridge, MA 02139
(42.369264, -71.097452)",86-80,410.6,Storage of Garbage and Rubbish,05/07/2013 12:00:00 AM,05/28/2013 12:00:00 AM,Corrected,HOU-000996-2013,Closed
"1643 Cambridge St
Cambridge, MA 02139
(42.374873, -71.109758)",140-149-61,410.5,Owner's Resp. to Maintain Structural Elements,01/07/2014 12:00:00 AM,01/21/2014 12:00:00 AM,Corrected,HOU-003259-2014,Closed
"201 BROOKLINE ST
Cambridge, MA 02139
(42.358936, -71.106365)",97-73-4,410.6,Storage of Garbage and Rubbish,06/12/2014 12:00:00 AM,07/01/2014 12:00:00 AM,Corrected,HOU-005150-2014,Closed
"2 GORE STREET PL
Cambridge, MA 02139
(42.372137, -71.084138)",23-2,410.504,Non-absorbent Surfaces,11/05/2015 12:00:00 AM,11/23/2015 12:00:00 AM,Corrected,HOU-009550-2015,Closed
"185 HURON AVE
Cambridge, MA 02139
(42.381824, -71.131785)",230-74,410.6,Storage of Garbage and Rubbish,01/27/2014 12:00:00 AM,02/03/2014 12:00:00 AM,Corrected,HOU-003513-2014,Closed
"28 GORHAM ST
Cambridge, MA 02139
(42.381072, -71.114729)",149-101-1,410.55,"Extermination of Insects, Rodents and Skunks",06/08/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Corrected,HOU-008337-2015,Closed
"177 Harvard St
Cambridge, MA 02139
(42.366355, -71.096146)",76-126,410.501,Weathertight Elements,03/01/2013 12:00:00 AM,03/04/2013 12:00:00 AM,Corrected,HOU-000298-2013,Closed
"364 Rindge Ave
Cambridge, MA 02139
(42.393878, -71.138449)",268B-42,410.81,Access for Repairs and Alterations,10/17/2013 12:00:00 AM,01/29/2014 12:00:00 AM,Corrected,HOU-002611-2013,Closed
"256 Western Ave
Cambridge, MA 02139
(42.364652, -71.111759)",126-62-256,410.602,Maint. of Areas Free from Garbage and Rubbish,06/04/2013 12:00:00 AM,06/20/2013 12:00:00 AM,Corrected,HOU-001089-2013,Closed
"1500 CAMBRIDGE ST
Cambridge, MA 02139
(42.374213, -71.104671)",112-89,410.55,"Extermination of Insects, Rodents and Skunks",03/12/2015 12:00:00 AM,04/22/2015 12:00:00 AM,Corrected,HOU-007482-2015,Closed
"47 GOLD STAR RD
Cambridge, MA 02139
(42.39929, -71.130369)",184-64,410.602,Maint. of Areas Free from Garbage and Rubbish,10/07/2015 12:00:00 AM,10/22/2015 12:00:00 AM,Corrected,HOU-009330-2015,Closed
"304 WASHINGTON ST
Cambridge, MA 02139
(42.365258, -71.098127)",75-7,410.55,"Extermination of Insects, Rodents and Skunks",04/09/2014 12:00:00 AM,05/23/2014 12:00:00 AM,Corrected,HOU-004432-2014,Closed
"35 BROOKLINE ST
Cambridge, MA 02139
(42.363121, -71.102198)",93-64-14,410.19,Hot Water,02/12/2016 12:00:00 AM,03/23/2016 12:00:00 AM,Corrected,HOU-011235-2016,Closed
